id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
22,0,babnur1111s01_brightstor_arcserve_backup_for_netware_wsp1_v_111_version_upgrade_pac,,379.23,punch_software_90500_home_design_studio_mac,punch_software,135.99
23,1,best_of_slots_2_jewel_case,masque_publishing,9.99,masque_publishing_best_of_slots_ii,,8.46
24,0,pam_tillis_yamaha_pam_tillis_super_hits_smart_pianosoft,,14.86,ipswitch_wd10000900_wsftp_pro_9_sdk_w_wsftp_pro,ipswitch,325.51
25,0,wincleaner_oneclick_cleanup_version_10,,24.9,serious_magic_ultra_master_sets_library_1_effects_software,,339.95
26,0,videostudio_11_plus,corel,,nero_inc_nero_8_ultra_edition,,88.83
27,1,microsoft_word_2004_upgrade_mac,microsoft,109.99,microsoft_word_2004_upgrade_for_mac_os_x_apple_mac_software,,108.95
28,1,microsoft_licenses_word_olp_c_05903871,microsoft_licenses,205.73,microsoft_05903871_molpc_word_sa,,111.78
29,0,hp_sp_linux_we_50_liccd_30_c_t3586a,hewlettpackard_consumables,,superstart_science_arcade,selectsoft_publishing,24.95
30,0,intuit_quicken_home_inventory_manager_windows,intuit,34.95,netopia_timbuktu_pro_for_macintosh_twinpack,,183.99
31,1,adobe_creative_suite_cs3_design_premium_upgrade_mac,adobe,599.0,adobe_cs3_design_premium_upgrade,,619.99
32,0,92722_tun_plus_2006_competitive_upgrade_license_and_media_1_user_win,,166.15,myinvoices_estimates_deluxe,avanquest_software,39.95
33,0,adobe_illustrator_cs3_for_mac_academic,adobeeducationbox,199.99,netmanage_rumba_web_as400_edition_910523002,netmanage,
34,0,adobe_acrobat_v8_0_professional_for_mac_upsell_from_stdpro,,145.99,punch_software_41100_punch_home_design_architectural_series_18_complete_product_architectural_1_user_s_complete_product_standard_english_pc,,112.97
35,1,family_tree_maker_version_16_deluxe,encore,69.95,family_tree_maker_version_16_deluxe_10870,,57.59
36,0,portfolio_media_kit_be_syst_recovery_70_win_small_business_ed,symantec,50.0,intuit_inc_284216_qckbks_prem_nonprofit_ed_2005,,404.0
37,1,anime_studio_5_win_98me_2000xp_mac_os_104_up,aladdin_systems,49.99,allume_anime_studio_5,,44.99
38,0,disney_2nd_grade_active_leveling_advantage_w_buzz_jewel_case_ages_68,disney_interactive,9.99,emc_auth_mgr_mnt_entext_21m_peru_200005500000_aut0500000ee21,,15.0
39,0,microsoft_windows_vista_ultimate_upgrade_dvd,microsoft,259.95,soundtrack_12,apple,199.99
40,1,microsoft_licenses_win_svr_2003_ext_conn_lic_r3900292,microsoft_licenses,3371.85,microsoft_r3900292_open_win_svr_2003_ext_conn,,1863.78
41,0,prosoft_engineering_data_rescue_universal_license,globalmarketingpartners,236.34,tri_synergy_inc_oxford_world_encyclopedia,,16.31
42,1,gsp_greatest_moments_of_our_time,globalsoftwarepublishingnorthamericainc,9.99,global_software_publ_na_gsp_greatest_moments_of_our_time,globalsoftwarepublishingnorthamericainc,8.14
43,1,snap_kakuro,topics_entertainment,4.99,topics_entertainment_snap_kakuro,,3.44
44,0,language_lab_german,topics_entertainment,39.99,mom_standard_ops_mgmt_lic_2005_english_mlp_5_oml,microsoft,
45,0,ca_brightstor_arcserve_backup_r11_5_for_enterprise_option_for_advantage_ingres_for,computer_associates,,flyboys_squadron_mac,ientertainment,29.99
46,0,world_of_warcraft_expansion_burning_crusade,blizzard_entertainment,39.99,photoshow_deluxe,,39.92
47,1,adobe_photoshop_cs3_mac,adobe,649.0,adobe_photoshop_cs3_for_mac,,609.99
48,0,anne_murray_yamaha_anne_murray_the_best_so_far_smart_pianosoft,,18.5,adobe_photoshop_cs2_mac_old_version,adobe,649.0
49,1,mavis_beacon_teaches_typing_deluxe_v17,encore_software,39.99,mavis_beacon_teaches_typing_v17_deluxe_pcmac,,29.9
50,1,treasure_mathstorm,thelearningcompany,29.99,treasure_mathstorm,thelearningcompany,9.9
51,0,adobe_creative_suite_v3_0_design_premium_mac_adobe_19500009,,1482.0,now_software_now_uptodate_and_contact,,109.99
52,0,stuffit_deluxe_11,aladdin_systems,79.99,01ssc6780_sonicwall_email_security_transition_from_mailfrontier_license_1_server_50_u,,519.03
53,1,adobe_creative_suite_cs3_web_standard_upsell_mac,adobe,799.0,adobe_cs3_web_standard_upsell,,819.99
54,1,logic_pro_6_upgrade_from_logic_platinumgold_5_6,apple,199.99,apple_software_t9161lla_logic_platinum_gold_5_6_to_logic_pro_6_update,apple_software,149.0
55,0,xoom_movie_clone_3_gold,,22.9,bitdefender_antivirus_100_2_year_subscription_for_2_pcs,globalmarketingpartners,39.95
56,0,recam_remote_monitoring_software,mobitechnologiesinc,129.0,microsoft_visual_studio_team_edition_for_software_testers_2005_wmsdn_premium_renewal,microsoft_software,2309.0
57,1,age_of_empires_iii_the_warchiefs_expansion_pack_mac,destineer,34.95,age_of_empires_iii_warchiefs_expansion_pack,,34.95
58,0,software,,153.99,police_quest_compilation,vivendi_games,19.99
59,1,studyworks_teaching_pro_middle_school_math_science_winmac,globalsoftwarepublishing,29.99,middle_school_math_science,globalsoftwarepublishing,12.9
60,1,terror_strike,encore,19.95,encore_software_14060_terror_strike_win_2000_xp,,18.97
61,1,instant_immersion_spanish_deluxe_20,topics_entertainment,49.99,instant_immersion_spanish_deluxe_20_topics,,39.99
62,1,printmaster_gold_v_170,encore_software,19.99,encore_inc_printmaster_gold_v_170,,17.1
63,0,microsoft_visual_studio_team_edition_for_software_testers_2005_wmsdn_premium_renewal,microsoft_software,2309.0,onone_software_plugin_suite_full,,393.68
64,0,iris_inc_irispen_express_translator,,142.29,xoom_mp3_radio_recorder_windows,xoom,
65,1,webroot_desktop_firewall,webroot_software,29.99,webroot_software_inc_54210_webroot_desktop_firewall_firewall_pc,,25.97
66,0,backyard_sports_baseball_2007_for_pc,,19.99,microsoft_office_small_business_2007,microsoft_software,735.33
67,0,the_print_shop_21_standard_by_broderbund,encore_software,,studio_plus_version_11,pinnacle_systems,90.99
68,1,human_body_360,megasystems,29.99,human_body_360_megasystems,,29.99
69,1,pc_hoyle_jewels_swap_drop_it,encore_software,9.99,encore_software_10662_hoyle_jewels_swap_drop_win_98_me_2000_xp,,7.69
70,0,633808344023_wasp_mobileinventory_combo_pack_with_spt1550_v_3_complete_package_5_u,,1194.17,allume_smith_micro_faxstf_pro,,44.99
71,0,adobe_systems_inc_flash_remoting_10_net_java_2_2_users,,1928.09,math_missions_the_amazing_arcade_adventure_grades_35,scholastic,19.99
72,1,atari_arcade_classics_mac,macsoft,19.99,destineer_inc_10316_destineer_atari_arcade_classics_actionadventure_mac,,17.97
73,1,atlantis_quest,got_game,19.99,got_game_entertainment_atlantis_quest,,17.27
74,0,garfield_2nd_grade_reading_and_phonics,,5.5,marine_aquarium_sharks,encore_software,9.95
75,0,e17887d_symantec_backup_exec_for_netware_servers_remote_agent_for_windows_or_netware_ser,,197.65,mavis_beacon_teaches_typing_17_standard_pcmac_encore,,19.99
76,1,adobe_creative_suite_cs3_production_premium,adobe,1699.0,adobe_cs3_production_premium,,1749.99
77,0,quickbooks_r_pro_2003,,299.77,weekly_reader_mastering_elementarymiddle_school_math_learning,fogware_publishing,19.99
78,0,microsoft_h2200301_gov_open_sa_project_svr_w9x_nt,,1995.12,zonealarm_internet_security_suite_2007_pc_zonelabs,,49.99
79,0,pg_music_band_in_a_box_software_for_windows_music_production_software,pgmusicinc,74.95,pc_tools_spyware_doctor_2007,encore,29.95
80,0,adobe_creative_suite_3_cs3_design_suite_standard_upgrade_upsell_mac,,859.96,egames_inc_galaxy_of_games_5000_pack,,16.62
81,1,serious_magic_visual_communicator_20_web,serious_magic,199.99,serious_magic_visual_communicator_2_web_presentation_software_windows_presentation_software,,189.95
82,1,audio_success_series_winning_strategies,topics_entertainment,,topics_entertainment_audio_success_series_winning_strategies,,31.06
83,0,abacus_software_s482_scenic_railway_addon_for_pc,abacus_software,24.99,internet_security_suite_2007_home_protection_pack_xl_box,,61.06
84,0,hal_leonard_clavinova_pops_lesson_all_levels,,25.77,microsoft_data_analyzer_2002,microsoft,179.0
85,0,instant_immers_german_dlux_20,,36.11,child_safe,webroot_software,39.95
86,0,phillip_keveren_501056_hollywood_volume_1,,23.59,zonealarm_internet_security_suite_2007_pc_zonelabs,,49.99
87,0,britannica_quiz_show,,8.95,sentinel_descendants_in_time,dreamcatcher_interactive,19.99
88,0,post_mortem,dreamcatcher_interactive,29.99,blues_clues_preschool,humongous_entertainment,
89,0,testing_in_software_development_9780521337861,,24.99,adobe_photoshop_cs3_upgrade_mac,adobe,199.0
90,0,poser_figure_artist,efrontier,99.99,38000773_macromedia_director_mx_2004_complete_package_1_user_cd_win_mac_univer,,1285.07
91,0,sony_creative_software_sound_forge_audio_studio_v_80_complete_product,,55.29,adobe_photoshop_elements_40_photoediting_software_for_mac,,85.95
92,0,1998_sourcebase_cdrom,,69.95,adobe_creative_suite_cs3_web_standard_upgrade_mac,adobe,399.0
93,0,mavis_beacon_teaches_typing_16,broderbund,19.99,nuance_communications_inc_ibm_viavoice_advanced_v_10,nuancecommunicationsinc,57.54
94,0,sims_2_open_for_business,,34.99,peachtree_r_complete_iii,,199.99
95,0,pete_huttlinger_john_denver_homespun_video_learn_to_play_the_songs_of_john_denver_dvd,,22.13,imsi_turbocad_designer_11,,12.9
96,0,apple_final_cut_studio_2,,1299.99,final_draft_av_25_winmac,final_draft,199.99
97,0,encore_software_11052_hoyle_classic_collection_2006_win_98_me_2000_xp,,18.97,did0480pm311_plasmon_additional_maintenance_24x7_plasmon_diamond_technical_support_consul,,1562.06
98,0,print_perfect_tm_platinum,,29.99,star_licks_playing_in_the_style_of_the_fender_telecaster_greats,,14.86
99,1,civilization_iv_dvdrom_mac,aspyr_media,49.99,civilization_iv_mac_os_x_aspyr,,45.99
100,0,onone_software_inc_mpr40211_on1_mask_pro_v_40_complete_product_graphicsdesigning_1_user_complete_product_standard_pc_intelbased_mac_mac,,148.97,instant_immers_spanish_dlux_2,,36.11
101,0,vegas_6_for_pc,sonypictureshomeentertainment,599.99,avid_technology_inc_70102024701_software_avid_liquid_chrome_xe,,840.97
102,1,emedia_bass_method_winmac,emedia,59.99,emedia_eg03014_bass_method_os_x,emedia,53.99
103,0,quicken_r_quickbooks_r_microsoft_money_r_and_simply_money_r_elegant_laser_checks,,97.99,peachtree_r_compatible_continuous_checksoffice_accounting_120,,121.89
104,1,kaspersky_antivirus_60,kaspersky_lab,59.95,kaspersky_antivirus_60_pc,,59.99
105,0,summit_soft_macbackup_mac_os_x_macxware,,29.99,aspyr_zoo_tycoon_2,,38.99
106,0,abacus_software_s461_train_sim_modeller_for_pc,abacus_software,32.99,global_software_a1055_i_love_the_usa_win_95_98_me_nt_2000_xpmac_869x_classic_x_v10_1_or_higher,,8.79
107,0,24p8231_ibm_fastt_flashcopy_option_w_volumecopy_license_1_server,,18097.05,daniel_abrams_play_piano_by_ear_level_1,,36.67
108,1,onone_software_intellihance_pro_41,onone_software,,onone_software_intellihance_pro_4_for_macpc,,159.99
109,1,totally_spies_zombie_jamboree_winmac,brightermindsmediainc,9.95,totally_spies_zombie_jamboree_by_brighter_minds,brightermindsmediainc,9.99
110,0,aircraft_collector_s_second_edition,abacus,19.95,cadtprnaen150_ca_desktop_protection_suite_v_15_complete_package_5_users_win_en,,298.13
111,0,adobe_premiere_pro_cs3_software_with_encore_cs3_and_onlocation_cs3_windows_only_full_version_for_macintosh,,723.95,encore_software_10025_hoyle_card_games_win_98_me_2000_xp,,7.47
112,0,01ssc6046_sonicwall_csm_update_service_subscription_license_3_years_25_users,,811.53,microsoft_windows_small_business_server_premium_2003_r2_upgrade_cddvd_5_client,microsoft,709.0
113,0,appleworks_629,apple,79.0,elementary_school_success_deluxe_2006,,12.95
114,0,adobe_cs3_design_standard_macosx_dvd,adobe,399.0,apple_remote_desktop_3_unlim_managed_systems,apple,499.0
115,0,microsoft_office_2004_std_upgrade,,219.99,rollercoaster_tycoon_3_mac,aspyr_media,49.99
116,0,nc_interactive_inc_guild_wars_nightfall,,48.27,topics_entertainment_reference_success_deluxe_2006,,22.9
117,0,elementary_success_deluxe_2006_dw_dvd,topics_entertainment,49.99,emedia_music_corp_emedia_piano_keyboard_method,,49.21
118,0,encore_software_10565_hoyle_card_games_2007_win_98_me_2000_xp,,18.97,steinberg_halion_symphonic_orchestra_virtual_instrument_academic_version,steinberg,374.99
119,0,smart_steps_4th_grade_jc,dorlingkindersleymultimedia_dk,11.95,apple_software_m9953za_remote_desktop_22_10_client,apple_software,294.99
120,0,me_too_software_i_transfer_dvds_2_ipod,metoosoftware,29.99,apple_ilife_06,,70.47
121,0,tonka_raceway_xp_compatible_jewel_case,hasbro_interactive,29.95,sony_acid_music_studio,sonypicturesdigitalentertainment,69.99
122,0,microsoft_windows_xp_professional_edition_upgrade,,199.99,emu_modern_symphonic_orchestra_for_emulator_x_and_proteus_x_sounds_for_software,,329.99
123,0,vegas_movie_studiodvd_8_plat,sony_media,129.95,sibelius_g7_software_for_guitarists_music_production_software,sibeliussoftwareltd,113.5
124,0,10759328_symantec_backup_exec_11d_for_windows_servers_agent_for_db2_on_windows_servers,,644.84,4817t23_vmware_virtual_desktop_infrastructure_full_subscription_3_years_100_ente,,10914.69
125,0,nuance_communications_inc_upgrade_to_dragon_naturallyspeaking_v8_legal_solutions_from_professional_v6_and_up_govt_olp_a590asf28_0,,314.0,software_engineering_with_reusable_components_by_j_sametinger_9783540626954,,92.0
126,0,mike_garson_mike_garson_jazzical_suite,,25.77,sage_ptree_premium_accounting_for_manufacturing_2007_multiuser,,1180.37
127,0,getting_started_with_sasaf_r_and_frames,,11.66,atlantis_quest,got_game,19.99
128,1,allume_aquazone_seven_seas_deluxe,allume,38.89,allume_aquazone_seven_seas_deluxe_edition,,24.99
129,0,bob_hoban_homespun_learning_rock_n_roll_piano,,22.13,freeverse_software_5003_bumpercar_20_mac_web_browser,freeverse_software,28.99
130,1,computrace_lojack_for_laptops_3_year_license_mac,absolute_software,99.95,computrace_lojack_for_laptops_3_yr_subscription,,89.99
131,1,mcsamcse_selfpaced_training_kit_exams_70292_70296_upgrading_your_certi,microsoft,70.0,mcsamcse_selfpaced_training_kit_exams_70292_and_70296_upg_your,,39.95
132,0,software_cinema_dvd_rom_how_to_wow_best_of_photoshop_cs2_training_photoshop_software,,124.95,instant_immersion_american_sign_language_winmac,topics_entertainment,9.99
133,1,guitar_tool_worship_edition,midisoft_corporation,,midisoft_corporation_guitar_tool_worship_edition,,43.36
134,0,ghostsurf_2006_platinum,,14.95,thomas_zink_miles_davis_yamaha_porgy_and_bess_a_miles_davis_tribute_for_cdcompatible_modules,,29.4
135,1,poser_7_win_2000_xp_mac_os_104_up,aladdin_systems,199.99,poser_7_win_2000_xpmac_104_or_higher_ub,,199.99
136,0,steinberg_wavelab_studio_6_audio_editing_software_educational_discount_music_production_software,,149.95,computrace_lojack_for_laptops_3_yr_subscription,,89.99
137,1,spycatcher_2007for_pc,avanquest,19.99,avanquest_usa_llc_spycatcher_2007,,17.5
138,0,microsoft_office_2004_studentteacher,,145.99,versacheck_r_corporate_2005,,129.99
139,0,intuit_quickbooks_simple_start_edition_2007_software_for_windows_tax_finance_software,,83.95,musicalis_guitar_workshop,globalsoftwarepublishing,9.99
140,0,hoyle_casino_2007,encore,19.95,global_software_a2663m2h_amazing_animals_wzoofari_games_win_95_98_me_xpmac_869x_classic_x_v10_1_or_higher,,8.79
141,1,scholastic_brain_play_prekindergarten_1st_grade,topics_entertainment,19.99,scholastic_brain_play_preschool_to_1st_grade_topics,,19.99
142,0,ideasoft_photo_clip_art_10_000,nova_development,,punch_professional_home_design_suite,punch_software,69.99
143,1,logic_express_6,apple,299.99,apple_software_t9164lla_logic_express_6,apple_software,219.0
144,1,riverdeep_the_print_shop_zoom_dvd,riverdeep,,encore_software_11941_the_print_shop_zoom,,17.97
145,0,microsoft_windows_vista_ultimate_upgrade_dvd,microsoft,259.95,9002_refviz_v_2_complete_package_1_user_mac,,160.88
146,0,iris_inc_readiris_pro_11_corporate_edition,,430.58,intuit_quickbooks_pro_2007_for_mac,,185.99
147,0,encore_software_11181_encore_monopoly_here_now_board_game_pc,,17.97,soho_labels_envelopes_chronos_lc,chronos,29.99
148,0,adobe_indesign_cs3_for_mac_academic,,192.99,intuit_quicken_home_inventory_manager_windows,intuit,34.95
149,1,cyberchase_adventures_carnival_chaos_and_casablanca_quest,brightermindsmediainc,19.99,cyberchase_adventures_by_brighter_minds,brightermindsmediainc,19.99
150,0,adobe_premiere_elements_3_pc,,99.99,fpm32c070a08n_monarch_standard_edition_v_70_complete_package_8_users_cd_win,,3640.84
151,0,cakewalk_sonar_6_studio,cakewalk,369.0,guitar_tool_worship_edition,midisoft_corporation,
152,0,adobe_creative_suite_cs3_web_premium_upsell_mac,adobe,1399.0,lavasoft_adaware_plus_edition,tri_synergy,29.99
153,0,route_66_route_canada_french,csdc,,makemusic_finale_2007_academic_create_edit_and_print_sheet_music,,269.0
154,0,d51rsllbl_ibm_websphere_portal_extend_for_linux_on_system_z_product_upgrade_license_1,,111379.3,calendar_creator_10,broderbund,29.99
155,0,kensington_contour_pro_xbrace_notebook_carrying_case_62236,kensington_technology_group,,zerog_pro_pack_for_garageband_appleloops,zerog,169.95
156,0,singleclick_network_now_pro,encore_software,39.99,abacus_software_5562_chopper_havoc_for_pc,abacus_software,28.99
157,0,solid_chips_2book_set,,201.2,phase_one_capture_one_le,phase_one,
158,0,encore_software_11252_brain_food_games_cranium_collection_2006_win_98_me_2000_xp,,18.97,4817t23_vmware_virtual_desktop_infrastructure_full_subscription_3_years_100_ente,,10914.69
159,0,emedia_rock_guitar_method,emedia,39.99,10731_the_print_shop_22_pro_publisher_deluxe_complete_package_1_user_win,,84.13
160,0,intuit_inc_quicken_home_inventory_manager,,29.78,print_workshop_2007,valusoft,19.99
161,0,cosmi_print_perfect_clip_art_deluxe,,6.99,i_transfer_dvds_2_ipod_edition_winmac,metoosoftware,29.99
162,1,didi_ditto_kindergarten_winmac,kutoka,19.99,kutoka_interactive_inc_didi_ditto_kindergarten,,16.93
163,0,learn2_training_for_microsoft_powerpoint,topicsentertainmentsoftware_consignment,9.99,riverdeep_the_print_shop_zoom_dvd,riverdeep,
164,0,math_success_deluxe_2007,topics_entertainment,39.99,qb_pos_60_basic_rtailrs_hwsw,,1272.08
165,1,mac_os_x_server_v10_47_10client,apple,499.0,apple_apple_mac_os_x_server_10_4_7_10_client,,499.0
166,0,spectrasonics_sample_dvd_ethno_techno_sage_xpander_sounds_for_software,,98.95,solitaire_antics_deluxe,masque_publishing,
167,0,iris_readiris_pro_110_mac,iris,129.95,global_software_a1055_i_love_the_usa_win_95_98_me_nt_2000_xpmac_869x_classic_x_v10_1_or_higher,,8.79
168,0,abacus_software_ss69_corporate_pilot_2,abacus_software,28.99,corel_r_paint_shop_pro_xi,,99.99
169,1,encore_the_big_box_of_art_410000460001,encore_software,19.99,encore_software_460001_the_big_box_of_art_410000_9598me_nt4w2kxp_win_95_98_me_nt_2000_xp,,17.97
170,0,cakewalk_guitar_tracks_pro_3_music_production_software,,99.0,vivendiuniversal_games_inc_72305_world_of_warcraft_60_day_prepaid,,27.99
171,0,babnur1111s01_brightstor_arcserve_backup_for_netware_wsp1_v_111_version_upgrade_pac,,379.23,punch_software_14100_punch_home_design_suite_professional_architectural_1_user_s_pc,,59.97
172,0,encore_inc_clickart_12_million_2006_dvd,,42.27,encore_software_10485_encore_printmaster_v_170_platinum_complete_product_creativity_application_1_user_complete_product_standard_pc,,33.97
173,0,emedia_music_corp_emedia_piano_keyboard_method,,49.21,prey,aspyr_media,39.99
174,0,adobe_cs3_design_standard_upgrade,,413.99,bob_brozman_homespun_video_hot_guitar_techniques_2video_set,,51.21
175,0,sos_aggregation_company_ufo_afterlight_topware_interactive,,33.52,abacus_software_1557555117_flight_deck_iii_for_pc,abacus_software,28.99
176,0,individual_software_prmwn5_professor_teaches_windows_xp,individual_software,24.99,11888479_symantec_control_compliance_suite_v_85_media_symantec_buying_program,,16.84
177,1,adobe_acrobat_distiller_svr_v6cd_linux_uu_42050142,adobe_systems,,adobe_42050142_acrobat_distiller_6_lnx_ret_cd_ul_lnx,,14967.47
178,1,sudoku_puzzle_addict_unlimited_edition,globalsoftwarepublna,,global_software_a2960jcw_sudoku_puzzle_addict_unlimited_edition_win_98_me_2000_xp,,8.79
179,0,vivendiuniversal_games_inc_72305_world_of_warcraft_60_day_prepaid,,27.99,true_crime_streets_of_la_mac,aspyr_media,19.99
180,0,macromedia_software_ced061d520_coldfusion_mx_61_ent_upgrade,,2778.0,webroot_software_inc_50210_spy_sweeper_wantivirus_family_edition_mass_merchant_win_2000_xp,,41.97
181,0,cakewalk_sonar_5_producer_edition_music_production_software,,379.95,encore_inc_spongebob_squarepants_typing_fun,,17.1
182,0,freeverse_software_005_solace,freeverse_software,18.99,win_2003_ter_svr_cal_5pk_microsoft_r1900846,,762.95
183,0,yamaha_moulin_rouge_music_from_baz_luhrmann_s_film_smart_pianosoft,,25.77,tdk_buddy_rich_jazz_icons_buddy_rich_live_in_78,,14.86
184,1,delorme_topo_usa_mapping_software_60_east_region,delorme,49.95,delorme_mapping_topo_usa_60_east_region,,43.36
185,1,audio_success_suite_edition_sales_success,topics_entertainment,19.95,topics_entertainment_audio_success_suite_edition_sales_success,,12.05
186,0,corel_corporation_corel_wordperfect_office_x3_pro_dvd,,369.09,peachtree_r_compatible_continuous_checksaccounting_for_windows_802004_version,,144.59
187,0,macromedia_director_10_mx_2004,adobe,2171.7,microsoft_mappoint_2006_standard_edition,microsoft,299.0
188,1,century_software_tinyterm_plus_v_40_complete_product,century_software,,century_software_ttpl1_century_tinyterm_plus_v_40_complete_product_connectivitydata_acess_1_user_s_complete_product_standard_english_pc,,188.97
189,1,ca_arcserve_bkup_protection_suite_exch_r11_5_upgrade_prod_only,computer_associates,,arcserve_bkup_protection_suite_exch_r11_5_upgv_prod_only,,2249.99
190,0,sibelius_photoscore_professional_scanning_software_music_production_software,sibeliussoftwareltd,179.95,microsoft_powerpoint_mac_2004_version_upgrade,,89.99
191,0,individual_software_jcewn5_professor_teaches_windows_jc,individual_software,9.99,encore_software_2137421_printshop_business_card_maker_win_98_me_2000_xp,,8.64
192,1,adobe_photoshop_cs2_mac_old_version,adobe,649.0,adobe_systems_inc_13102124_adobe_photoshop_cs_2_mac_os_x_v_1028_to_103,adobe_systems_inc,788.63
193,0,global_software_a8641jch_dk_smart_steps_first_grade_win_95_98_me_2000_xp_vista,,9.08,poser_7_win_2000_xp_mac_os_104_up,aladdin_systems,199.99
194,0,stompsoft_digital_file_shredder_pro,stompsoft_inc,24.99,the_printshop_20,,19.9
195,0,emedia_music_corp_emedia_guitar_basics,,16.64,adobe_premiere_elements_30,,89.99
196,0,microspot_macdraft_pe_personal_edition,,85.99,elibrium_webshop_platinum,,77.33
197,0,home_budget_for_dummies,,10.95,simply_put_software_llc_gs905s_got_ta_sing_win_95_98_me_nt_2000_xpmac_100_or_higher,simplyputsoftware,34.97
198,0,the_print_shop_22_sb_cs_by_the_print_shop,encore_software,,sat_act_and_psat_2007_platinum,topics_entertainment,58.5
199,0,treasure_mathstorm,thelearningcompany,9.9,emedia_music_corp_my_guitar,,24.81
200,0,individual_software_jcewn5_professor_teaches_windows_jc,individual_software,9.99,adobe_creative_suite_cs3_web_standard_upsell,adobe,799.0
201,0,22101180_adobe_acrobat_capture_page_pack_license_100000_pages_win,,1113.53,cisco_pgw2200_include_redundant,,159787.95
202,0,cisco_nac_appliance_server_clean_access_server_software_250_users,,8650.31,learn_to_play_chess_with_fritz_chesster_2_mac,viva_media,29.99
203,1,microsoft_outlook_2007,microsoft,109.95,microsoft_office_outlook_2007,,109.95
204,0,more_brain_games,csdc,9.99,rl296aa_red_hat_enterprise_linux_ws_v_4_update_4_license_1_workstation,,211.74
205,0,23102459dg_adobe_photoshop_cs3_v_10_media_gov_tlp_download_win_worldwide,,21.28,freeverse_software_big_bang_brain_games_mac,,24.99
206,1,neuratron_photoscore_professional_4,sibeliussoftwareltd,199.99,sibelius_photoscore_professional_scanning_software_music_production_software,sibeliussoftwareltd,179.95
207,0,sudoku_puzzle_addict_unlimited_edition,globalsoftwarepublna,,copilot_navigator_9,,59.99
208,0,cd374ch_cisco_ios_ipfwids_complete_package_cd,,1072.9,chatchecker_family_edition,,29.99
209,0,ma166za_ilife_06_complete_package_1_user_dvd_mac,,72.74,encyclopedia_of_our_living_oceans,,8.95
210,1,apple_final_cut_studio_2_upgrade_from_final_cut_pro_mac,apple,699.0,apple_final_cut_studio_2_upgrade_from_final_cut_pro,,699.99
211,0,the_computrace_lojack_for_laptops_computer_tracking_and_loss_control_solution_by,lenovo,,sony_creative_software_vegas43_dvd_production_suite_v_70_complete_product,,262.82
212,1,hoyle_puzzle_board_games_2007,encore_software,19.99,encore_software_10568_encore_hoyle_puzzle_board_games_2005_complete_product_puzzle_game_1_user_complete_product_standard_pc,,17.97
